años;fnlwgt(identificador);educacion;education-num;estado-civil;parentezco;raza;sexo;plusvalia;perdidad de capital;horas por semana;salario
17;280670;13;6;4;4;1;2;0;0;40;50000
19;136306;3;7;4;4;1;1;0;0;24;50000
28;65171;6;10;2;1;1;1;0;0;70;50000
37;25864;2;9;5;5;4;2;0;0;40;50000
30;149531;2;9;2;1;1;1;0;0;50;50000
36;33887;6;10;1;2;1;1;0;0;40;50000
45;172822;3;7;1;2;1;1;0;2824;76;40000
59;106748;9;4;2;3;1;2;0;0;99;50000
45;131826;6;10;2;1;1;1;0;0;40;50000
53;216691;10;16;1;2;1;2;10520;0;40;40000
37;133328;2;9;1;5;1;2;0;0;40;50000
26;164737;6;10;4;2;1;2;0;0;40;50000
53;99064;5;5;2;1;1;1;0;0;40;50000
44;59460;2;9;2;3;1;2;0;0;15;50000
27;208725;1;13;4;4;1;1;0;0;40;50000
22;138513;6;10;4;4;1;1;0;0;40;50000
41;121055;2;9;1;2;1;1;0;0;40;50000
53;149784;2;9;2;1;1;1;0;0;40;50000
58;114495;2;9;2;1;1;1;0;0;40;50000
34;133278;16;8;5;5;2;2;0;0;53;50000
32;212276;1;13;2;1;1;1;0;0;60;40000
32;440129;6;10;2;1;1;1;0;0;38;50000
47;98012;4;14;2;3;1;2;7688;0;40;40000
27;145284;2;9;2;1;1;1;0;0;40;50000
25;177147;6;10;4;2;1;1;0;0;40;50000
40;141537;13;6;1;2;2;2;0;0;40;50000
36;48093;6;10;2;1;1;1;0;0;92;50000
23;314819;2;9;4;4;1;1;0;0;40;50000
44;123572;5;5;2;1;2;1;0;0;40;50000
19;170800;2;9;4;4;1;1;0;0;60;50000
42;332401;1;13;4;2;1;1;0;0;40;50000
60;193038;6;10;2;1;1;1;0;0;15;50000
41;351161;2;9;2;1;1;1;0;1848;45;40000
45;106910;2;9;4;5;3;2;0;0;40;50000
67;163726;12;3;2;1;1;1;0;0;49;50000
36;609935;1;13;2;1;2;1;0;0;48;50000
52;314627;4;14;1;2;3;2;0;0;40;50000
28;115945;10;16;4;4;1;1;0;0;18;50000
83;272248;2;9;1;2;1;1;0;0;20;50000
17;167878;3;7;4;4;1;1;0;0;20;50000
27;176972;8;11;4;2;1;1;0;0;40;50000
35;31095;8;11;4;2;1;1;0;0;60;50000
40;130834;6;10;4;2;1;2;0;0;40;50000
23;207415;7;12;2;3;1;2;0;0;25;50000
51;264457;3;7;2;1;2;1;0;0;40;50000
51;340588;14;2;2;1;1;1;0;0;54;50000
82;42435;13;6;6;2;1;1;0;0;20;50000
28;107411;2;9;4;2;1;2;0;0;45;50000
53;290640;2;9;2;1;1;1;0;0;50;40000
29;106179;1;13;4;2;1;2;0;0;35;50000
19;247679;2;9;4;2;1;1;0;0;45;50000
30;171598;1;13;3;2;1;2;0;0;50;50000
23;234460;9;4;4;4;2;2;0;0;40;50000
66;196674;1;13;2;1;1;1;0;0;15;40000
27;182540;3;7;4;2;1;1;0;0;40;50000
35;172694;2;9;2;1;2;1;0;0;40;50000
17;29571;16;8;4;4;1;1;0;0;15;50000
27;130438;2;9;4;2;1;1;0;0;40;50000
27;213421;11;15;4;2;1;1;0;0;50;50000
44;189956;1;13;2;3;2;2;15024;0;40;40000
64;133144;2;9;2;1;1;1;0;0;16;50000
62;24050;2;9;6;2;1;2;0;0;15;50000
26;276967;6;10;2;1;1;1;0;0;40;50000
40;184857;2;9;5;5;1;1;0;0;40;50000
40;145160;10;16;2;1;1;1;0;0;40;40000
35;192251;2;9;1;4;1;2;0;0;40;50000
25;190650;1;13;4;4;3;1;0;0;40;50000
52;255927;6;10;6;2;1;2;0;0;24;50000
46;99086;6;10;2;3;1;2;0;0;40;40000
30;216811;2;9;2;1;4;1;0;0;40;50000
52;110563;6;10;2;1;1;1;0;0;40;40000
28;120471;2;9;4;2;5;1;0;0;40;50000
17;183066;13;6;4;4;1;2;0;0;25;50000
46;298786;6;10;4;4;2;2;0;0;40;50000
45;297884;1;13;1;2;1;1;0;0;40;40000
21;253612;6;10;4;4;1;2;1055;0;32;50000
18;207438;2;9;2;3;1;2;0;0;40;50000
17;148522;3;7;4;4;1;1;0;1721;15;50000
90;139660;6;10;1;5;2;2;0;0;37;50000
23;165474;6;10;4;2;1;1;0;0;40;50000
41;120277;1;13;2;1;1;1;0;0;40;40000
19;67929;6;10;4;4;1;1;0;0;50;50000
69;229418;2;9;2;1;1;1;0;0;40;50000
23;41356;7;12;4;5;1;2;0;0;32;50000
28;185127;6;10;4;2;1;1;0;0;54;50000
37;109133;7;12;2;1;1;1;0;1977;45;40000
57;148315;2;9;2;1;1;1;0;0;30;50000
30;145692;6;10;4;2;2;1;0;1974;40;50000
48;210424;2;9;5;5;1;2;914;0;40;50000
73;198526;2;9;6;6;1;2;0;0;32;50000
25;521400;12;3;4;6;1;1;0;0;40;50000
33;100882;4;14;4;2;1;1;0;0;40;40000
36;124818;2;9;2;1;1;1;0;0;40;50000
28;190836;2;9;2;1;1;1;3411;0;40;50000
57;71367;2;9;1;5;1;2;0;0;40;50000
31;303032;6;10;4;5;2;2;0;0;40;50000
35;98989;5;5;1;4;4;1;0;0;38;50000
40;390781;2;9;1;2;2;2;0;0;48;50000
32;54782;6;10;4;4;1;2;0;0;40;50000
35;202683;1;13;4;2;1;1;0;0;40;50000
26;213081;2;9;4;5;2;2;0;0;40;50000
27;89718;6;10;5;4;1;2;0;0;40;50000
17;225106;13;6;4;4;1;2;0;1602;18;50000
29;253262;6;10;4;2;1;2;0;0;40;50000
18;78181;3;7;4;4;1;2;0;0;30;50000
20;158206;6;10;4;2;1;1;0;0;30;50000
69;337720;2;9;2;1;1;1;0;0;24;50000
18;391257;6;10;4;2;1;2;0;0;40;50000
56;134756;2;9;4;2;2;2;0;0;40;50000
40;183404;6;10;5;5;1;2;0;0;8;50000
46;192793;6;10;1;2;1;1;0;0;40;50000
41;203943;16;8;2;1;2;1;0;0;40;50000
53;89400;6;10;6;5;1;2;0;0;40;50000
50;237868;4;14;2;1;1;1;0;0;50;40000
23;139187;3;7;4;4;1;1;0;0;50;50000
40;126701;1;13;3;2;1;1;0;0;40;40000
54;172175;6;10;2;1;1;1;0;0;40;40000
45;164210;6;10;1;2;1;2;0;0;40;50000
53;608184;2;9;2;1;2;1;0;0;40;40000
17;198797;3;7;4;4;1;1;0;0;20;50000
50;425804;1;13;1;2;1;2;0;0;40;40000
22;117618;1;13;4;2;1;1;0;0;25;50000
30;119164;1;13;4;5;1;1;0;0;40;50000
40;92036;1;13;2;1;1;1;0;0;40;50000
36;77146;4;14;4;2;1;1;0;0;40;50000
25;191803;7;12;4;2;1;1;0;0;50;50000
29;54932;2;9;2;1;1;1;0;0;40;50000
29;251694;1;13;4;4;1;1;0;0;50;50000
22;268145;1;13;4;2;1;2;0;0;40;50000
56;104842;1;13;1;5;2;2;0;0;50;50000
60;227332;4;14;2;1;1;1;0;0;40;40000
37;212512;2;9;2;1;1;1;3464;0;50;50000
53;133436;9;4;1;2;1;2;0;0;40;50000
23;309055;6;10;4;4;1;2;0;0;20;50000
18;59202;2;9;4;6;1;2;0;0;10;50000
36;32709;6;10;1;2;1;2;3325;0;45;50000
67;73559;2;9;2;1;1;1;9386;0;50;40000
31;117963;2;9;4;2;1;1;0;0;60;50000
26;169121;1;13;2;1;1;1;0;0;48;40000
18;308889;3;7;4;6;3;2;0;0;20;50000
45;144940;4;14;1;5;2;2;0;0;40;50000
64;102041;3;7;2;1;1;1;0;0;40;50000
26;335998;2;9;4;2;1;2;0;0;38;50000
53;29557;6;10;1;2;1;2;0;0;40;50000
27;210313;2;9;4;6;1;1;0;0;28;50000
32;190784;6;10;1;5;4;1;0;0;40;50000
49;107597;2;9;1;5;1;2;14084;0;30;40000
59;97168;13;6;2;1;1;1;0;0;40;40000
44;155930;4;14;2;1;1;1;7688;0;55;40000
61;181033;2;9;2;1;1;1;0;0;60;50000
41;344572;2;9;1;5;1;2;0;0;40;50000
46;170165;2;9;5;5;1;2;0;0;37;50000
32;178835;2;9;4;2;1;1;0;0;40;50000
29;118230;2;9;4;2;1;2;0;0;35;50000
48;149640;4;14;4;2;1;1;0;0;40;50000
32;30271;6;10;1;5;1;2;0;0;30;50000
21;154165;2;9;4;4;1;2;0;0;35;50000
50;341797;11;15;2;1;1;1;0;0;50;40000
44;145246;4;14;2;1;1;1;0;0;44;40000
51;280093;2;9;5;6;1;2;0;0;40;50000
42;373469;2;9;2;1;1;1;0;0;40;40000
27;199172;1;13;4;4;1;2;0;0;40;50000
70;177199;2;9;2;1;1;1;0;0;3;50000
33;258932;2;9;1;2;1;2;0;0;40;50000
65;139960;2;9;2;1;1;1;10605;0;60;40000
39;258037;4;14;4;2;1;1;0;0;40;50000
32;116677;2;9;2;1;1;1;0;0;40;50000
30;59496;6;10;1;5;1;2;0;0;40;50000
43;34218;6;10;2;1;1;1;0;0;40;50000
31;200246;5;5;4;4;1;1;0;0;40;50000
64;316246;1;13;1;2;2;2;0;0;40;50000
37;239161;6;10;5;4;5;1;0;0;52;50000
49;173411;2;9;1;2;1;1;0;0;40;50000
29;259226;3;7;4;4;1;1;0;0;48;50000
35;195516;2;9;1;2;1;1;0;0;40;50000
37;200598;7;12;2;1;1;1;0;1740;45;50000
42;160369;4;14;2;1;1;1;0;0;50;40000
21;415913;6;10;4;4;1;1;0;0;40;50000
23;147253;7;12;4;2;1;1;0;0;40;50000
35;199674;2;9;4;5;2;2;0;0;40;50000
29;198493;8;11;2;1;1;1;0;0;40;40000
23;377121;6;10;4;5;1;2;0;0;25;50000
21;400635;6;10;4;2;1;2;0;0;20;50000
45;513660;1;13;4;2;1;1;0;0;40;50000
24;175069;1;13;4;2;1;1;0;0;50;50000
38;82552;2;9;4;2;1;1;594;0;50;50000
28;78388;13;6;4;4;1;2;0;0;38;50000
23;171705;2;9;4;5;1;2;0;0;48;50000
39;315640;1;13;4;4;3;1;0;0;60;50000
45;266860;4;14;2;1;1;1;15024;0;50;40000
68;192829;7;12;1;2;1;2;0;0;43;50000
60;237317;8;11;1;5;1;1;4934;0;40;40000
38;110426;10;16;2;3;1;2;7688;0;40;40000
41;327606;16;8;5;2;2;1;0;0;40;50000
48;34845;2;9;1;6;1;1;0;0;40;50000
33;58582;2;9;2;1;1;1;0;0;40;50000
48;155659;8;11;2;1;1;1;0;0;40;50000
23;210029;6;10;4;4;1;2;0;0;20;50000
26;381618;5;5;2;1;1;1;0;0;45;50000
55;298449;1;13;2;1;1;1;0;2415;50;40000
35;226789;4;14;2;1;1;1;0;0;75;50000
52;210736;6;10;2;1;1;1;3103;0;55;40000
46;111163;2;9;5;5;1;2;0;0;38;50000
72;76860;2;9;2;1;3;1;0;0;1;50000
18;92112;2;9;4;4;1;2;0;0;30;50000
62;136787;2;9;1;6;1;1;0;0;40;50000
22;29810;6;10;4;4;1;2;0;0;30;50000
40;360884;6;10;2;3;1;2;7298;0;40;40000
26;266022;6;10;2;1;1;1;0;0;50;50000
35;142874;7;12;3;4;2;2;0;0;36;50000
25;72338;2;9;4;5;3;2;0;0;40;50000
46;177305;8;11;2;3;2;2;0;0;35;40000
39;165106;1;13;3;2;1;1;0;1564;50;40000
41;424478;6;10;2;1;2;1;0;0;45;40000
59;189721;1;13;2;1;1;1;0;0;40;40000
37;34180;2;9;2;1;1;1;0;0;40;50000
38;183279;6;10;2;1;1;1;0;0;43;50000
33;35309;1;13;4;2;3;1;0;0;40;50000
23;259109;7;12;2;3;1;2;0;0;40;50000
67;148690;4;14;6;2;1;1;18481;0;2;40000
60;125019;1;13;1;2;1;2;8614;0;48;40000
39;172538;1;13;2;1;1;1;0;0;50;40000
32;410615;2;9;2;1;1;1;0;1887;60;40000
26;322547;1;13;4;2;1;2;0;0;45;50000
39;300760;2;9;1;5;1;2;0;0;50;50000
28;232782;6;10;4;2;1;2;0;0;40;50000
29;174645;3;7;1;5;1;2;0;0;52;50000
43;164693;8;11;2;1;1;1;0;0;50;50000
23;206861;6;10;4;4;1;1;0;0;25;50000
32;195602;1;13;2;1;1;1;0;1977;45;40000
33;422960;6;10;2;3;1;2;0;0;60;40000
45;116360;2;9;1;2;2;2;0;0;35;50000
48;278530;2;9;1;5;1;1;0;0;40;50000
43;188291;11;15;2;1;1;1;15024;0;45;40000
50;163948;2;9;2;1;1;1;0;0;40;40000
63;64544;1;13;4;2;1;1;0;0;40;40000
55;101468;2;9;2;1;1;1;3103;0;40;40000
22;107882;1;13;4;4;1;2;0;0;35;50000
32;182691;2;9;4;5;1;1;0;0;60;50000
27;203776;7;12;2;1;1;1;0;0;55;50000
22;201268;1;13;4;4;1;2;0;0;15;50000
44;29762;2;9;1;2;1;1;0;0;68;50000
34;186346;2;9;5;2;1;2;0;0;40;50000
28;196690;2;9;4;2;1;2;0;0;40;50000
40;99604;4;14;2;3;1;2;15024;0;24;40000
45;194772;6;10;2;1;1;1;0;0;55;50000
17;95446;13;6;4;4;1;1;0;0;15;50000
53;257126;16;8;2;1;1;1;0;0;45;50000
58;194733;7;12;2;1;1;1;0;0;40;40000
55;98361;2;9;4;4;1;1;0;0;35;50000
44;124924;8;11;4;2;1;1;0;0;44;50000
40;111971;2;9;2;1;1;1;0;0;30;50000
58;130714;4;14;2;1;1;1;0;0;50;50000
38;208358;2;9;2;1;1;1;0;0;40;40000
62;147627;5;5;4;2;2;2;1055;0;22;50000
31;149507;8;11;2;1;1;1;3464;0;38;50000
31;164870;3;7;2;1;1;1;0;0;40;50000
30;236861;2;9;4;2;1;1;0;1876;45;50000
37;220314;2;9;1;5;1;2;0;0;40;50000
38;329980;2;9;4;2;1;1;0;1876;40;50000
58;318537;16;8;2;1;1;1;0;0;40;50000
30;183284;1;13;2;1;1;1;0;0;50;40000
28;334368;8;11;4;2;1;2;4650;0;40;50000
46;109227;6;10;1;5;1;2;0;0;70;50000
34;118551;1;13;4;2;1;2;0;0;40;50000
39;163057;6;10;1;2;1;1;0;0;99;50000
61;253101;6;10;6;2;1;2;0;0;20;50000
30;20098;8;11;1;2;1;2;0;0;40;50000
31;196227;2;9;5;2;1;2;0;0;40;50000
21;175374;2;9;4;4;1;1;0;0;40;50000
50;234037;2;9;2;1;1;1;0;0;58;50000
47;341762;2;9;4;2;1;1;0;0;33;50000
20;174714;2;9;4;4;1;1;0;0;40;50000
23;222835;1;13;4;4;1;2;0;0;30;50000
46;251786;14;2;5;2;1;2;0;0;40;50000
20;164219;2;9;4;4;1;1;0;0;45;50000
33;251120;1;13;2;1;1;1;7688;0;50;40000
30;236993;6;10;4;5;1;2;0;0;30;50000
43;105896;6;10;1;5;1;2;0;0;40;50000
23;211527;6;10;4;4;1;1;0;0;60;50000
34;317809;1;13;2;1;1;1;0;0;50;40000
25;185287;6;10;4;2;1;1;0;0;40;50000
50;31014;2;9;2;3;1;2;0;0;40;40000
44;151985;4;14;2;3;1;2;0;0;24;40000
26;89389;6;10;1;2;1;2;0;0;40;50000
35;406051;10;16;4;2;1;2;0;0;80;40000
48;171986;2;9;1;2;1;1;0;0;15;50000
26;167848;2;9;4;2;2;1;0;0;40;50000
41;213019;4;14;1;5;1;2;0;0;40;50000
25;211424;1;13;4;4;1;1;0;0;40;50000
33;168981;8;11;4;5;1;2;0;0;55;50000
24;122348;1;13;2;3;1;2;0;0;40;50000
31;139753;1;13;3;2;1;2;0;0;40;50000
24;176178;7;12;4;4;1;2;0;0;2;50000
41;145220;5;5;4;5;1;2;0;0;40;50000
38;188612;6;10;2;1;1;1;0;0;45;50000
19;445728;2;9;4;2;1;1;0;0;40;50000
19;318002;2;9;4;4;1;1;0;0;40;50000
24;235722;2;9;4;2;1;1;0;0;40;50000
59;367984;1;13;2;1;1;1;0;0;40;50000
67;212705;4;14;3;2;1;1;0;0;55;40000
49;411273;13;6;1;2;2;1;0;0;40;50000
35;103986;8;11;2;1;1;1;0;0;40;40000
44;203761;6;10;2;1;1;1;0;0;45;40000
58;266792;6;10;2;1;1;1;99999;0;40;40000
22;116800;7;12;4;4;1;1;0;0;60;50000
21;99199;6;10;4;4;1;1;0;0;10;50000
50;162327;6;10;2;1;1;1;0;0;50;50000
44;100479;7;12;2;1;1;1;0;0;48;50000
36;32587;6;10;2;1;4;1;0;0;40;50000
30;321990;6;10;2;1;1;1;7298;0;48;40000
52;108914;2;9;2;1;1;1;0;0;40;40000
35;61343;2;9;2;1;1;1;0;0;90;50000
48;81154;8;11;4;5;1;1;0;0;48;50000
23;162945;2;9;2;1;1;1;0;2377;40;50000
37;225504;4;14;4;2;1;1;0;0;50;50000
44;191712;4;14;2;1;1;1;0;2415;55;40000
44;176063;2;9;2;1;1;1;0;0;50;40000
36;198587;1;13;1;2;1;1;0;0;40;50000
26;34965;6;10;2;1;1;1;0;0;12;50000
31;467108;1;13;4;2;1;1;0;0;45;40000
23;263899;2;9;4;4;2;1;0;0;12;50000
29;204984;2;9;2;1;1;1;0;0;50;50000
53;217568;2;9;6;5;2;2;0;0;40;50000
52;48343;8;11;2;1;1;1;0;0;40;50000
55;193130;2;9;2;1;1;1;0;1887;40;40000
31;253354;13;6;2;1;1;1;0;0;40;50000
19;258026;2;9;4;2;1;2;0;0;16;50000
64;211360;2;9;6;2;1;2;0;0;30;50000
55;191367;2;9;2;1;1;1;0;0;40;50000
48;148995;4;14;2;1;1;1;0;0;55;40000
20;123901;2;9;4;4;1;2;0;0;40;50000
50;117496;2;9;2;3;1;2;7298;0;30;40000
45;32356;1;13;2;1;1;1;0;0;51;50000
17;206506;13;6;4;6;1;1;0;0;10;50000
38;218729;2;9;1;2;1;2;0;0;25;50000
43;52498;2;9;1;5;1;2;0;0;40;40000
22;136767;2;9;2;1;1;1;0;0;30;50000
63;219540;2;9;1;2;1;2;0;0;40;50000
36;114059;1;13;2;1;1;1;0;0;45;50000
56;247337;1;13;2;1;1;1;0;0;50;40000
43;310969;11;15;2;1;2;1;0;0;40;50000
41;171546;1;13;2;1;1;1;0;0;45;40000
41;217455;2;9;1;5;1;2;0;0;40;50000
36;410489;1;13;1;2;1;1;0;0;45;50000
59;146391;10;16;2;1;1;1;0;0;50;40000
46;165484;7;12;2;1;1;1;0;0;44;40000
23;184271;1;13;4;2;1;2;0;0;36;50000
46;231347;6;10;5;2;1;1;0;0;20;50000
53;95469;1;13;2;1;1;1;0;1902;40;40000
47;244025;2;9;4;5;4;1;0;0;56;50000
46;46537;4;14;4;2;1;2;0;0;40;50000
47;205730;2;9;2;1;1;1;0;0;56;40000
29;383745;2;9;2;1;1;1;0;1887;30;40000
32;328199;8;11;1;5;1;2;0;0;40;50000
90;84553;2;9;2;1;1;1;0;0;40;50000
63;221072;1;13;2;1;1;1;0;0;49;50000
23;123983;8;11;4;4;3;1;0;0;40;50000
76;191024;1;13;2;1;1;1;0;0;30;50000
23;167868;8;11;4;2;1;2;0;0;40;50000
44;225879;6;10;2;3;5;2;0;0;30;40000
81;247232;13;6;2;3;1;2;2936;0;28;50000
17;143791;13;6;4;4;2;2;0;0;12;50000
56;177271;8;11;2;1;1;1;0;0;40;40000
58;129786;13;6;2;1;1;1;0;0;40;50000
45;31339;1;13;2;1;1;1;0;0;45;40000
25;236267;2;9;2;1;1;1;0;0;40;50000
36;130620;1;13;2;3;3;2;0;0;35;40000
32;208180;8;11;2;3;1;2;0;0;24;40000
25;292058;2;9;4;6;1;1;0;0;30;50000
29;142712;6;10;2;1;1;1;0;0;40;40000
23;119665;2;9;4;2;1;1;0;0;60;50000
41;116825;4;14;2;1;1;1;0;0;55;40000
48;201177;1;13;2;1;2;1;0;0;40;40000
29;118337;2;9;2;1;1;1;0;0;60;50000
27;173800;4;14;4;5;3;1;0;0;20;50000
55;289257;6;10;2;1;1;1;0;0;40;50000
30;190912;3;7;2;1;3;1;0;1651;40;50000
45;140581;6;10;6;5;2;2;0;0;40;50000
50;174102;2;9;1;4;1;1;0;0;40;50000
22;316509;2;9;4;2;1;1;0;0;50;50000
80;20101;2;9;6;5;4;2;0;0;32;50000
30;187279;2;9;2;1;1;1;0;0;44;50000
20;259496;6;10;4;4;1;2;0;0;20;50000
29;181466;2;9;2;1;1;1;0;0;35;50000
56;178202;6;10;2;1;1;1;0;0;40;50000
63;188976;1;13;2;1;1;1;0;0;40;50000
20;203027;2;9;4;4;1;1;0;0;40;50000
38;142022;2;9;2;3;2;2;0;0;40;50000
31;119033;2;9;2;1;1;1;0;0;40;50000
21;216181;6;10;4;4;1;1;0;0;35;50000
47;178341;13;6;2;1;1;1;0;0;46;40000
25;244408;1;13;4;5;3;2;0;0;40;50000
31;198953;6;10;5;5;2;2;0;0;38;50000
28;173110;2;9;4;2;1;2;0;0;40;50000
38;66326;2;9;2;1;1;1;0;0;99;50000
30;181091;1;13;2;1;1;1;0;0;40;50000
39;135500;2;9;2;1;1;1;0;1977;40;40000
27;133929;1;13;4;5;1;2;0;0;36;50000
26;86483;6;10;4;2;1;2;0;0;40;50000
47;167787;2;9;4;6;1;2;0;0;40;50000
27;208577;2;9;4;2;1;1;0;2258;50;50000
43;216697;6;10;2;1;5;1;0;0;32;50000
32;118457;1;13;4;2;1;1;0;0;55;50000
20;298635;6;10;4;4;3;1;0;0;30;50000
21;212780;16;8;4;5;2;2;0;0;20;50000
32;159187;8;11;4;2;1;1;0;0;40;50000
37;237995;8;11;1;2;2;1;0;0;48;50000
45;160724;2;9;2;1;3;1;0;0;40;50000
37;183800;7;12;2;1;1;1;0;1887;40;40000
54;185936;5;5;1;2;1;2;0;0;15;50000
24;161198;1;13;4;2;1;1;0;0;25;50000
28;113635;3;7;4;2;1;1;0;0;30;50000
23;214542;6;10;4;4;1;1;0;0;40;50000
54;172991;2;9;2;1;1;1;0;0;40;50000
40;203761;2;9;2;1;1;1;0;0;40;40000
38;161141;6;10;2;1;1;1;0;0;48;40000
71;180117;13;6;2;1;1;1;0;0;40;50000
51;317396;6;10;1;5;1;2;0;0;40;50000
52;237868;6;10;4;5;1;1;0;0;5;50000
30;323069;1;13;4;2;1;2;0;0;40;50000
34;181091;2;9;2;1;1;1;7688;0;40;40000
38;309122;13;6;1;2;1;2;0;0;40;50000
43;105936;8;11;4;2;1;2;13550;0;40;40000
43;40024;3;7;4;2;1;1;0;0;42;50000
36;192443;6;10;4;2;2;1;13550;0;40;40000
24;184216;6;10;4;4;1;2;0;0;40;50000
29;256211;14;2;4;4;3;1;0;0;40;50000
55;205422;13;6;2;3;2;2;0;0;40;50000
51;22211;4;14;2;1;1;1;0;1902;60;40000
43;196308;2;9;1;5;4;2;0;0;40;50000
28;389713;2;9;1;2;1;1;0;0;40;50000
54;82566;7;12;2;1;1;1;0;0;45;50000
47;199058;6;10;2;1;1;1;0;0;40;40000
47;160440;1;13;2;1;1;1;0;0;55;40000
47;76034;6;10;2;1;1;1;0;0;57;40000
38;188503;6;10;4;5;1;2;6497;0;35;50000
60;92845;12;3;2;1;1;1;0;0;40;50000
19;29083;2;9;4;4;4;2;0;0;25;50000
22;234474;6;10;4;4;2;2;0;0;25;50000
55;107308;4;14;2;1;1;1;0;0;40;40000
44;111891;6;10;5;6;2;2;0;0;35;50000
53;145419;14;2;2;1;1;1;7688;0;67;40000
44;193425;4;14;2;3;1;2;4386;0;40;40000
28;188278;1;13;4;2;1;1;0;0;50;50000
30;303485;6;10;4;5;2;2;0;0;40;50000
39;67187;2;9;4;4;4;2;0;0;40;50000
43;114508;2;9;1;5;1;2;0;0;40;50000
24;204172;1;13;4;6;1;2;0;0;40;50000
27;162973;8;11;4;2;1;1;0;0;56;50000
64;192695;12;3;2;1;1;1;0;0;70;50000
41;89172;6;10;2;1;1;1;0;0;40;40000
28;163320;2;9;4;4;1;1;0;0;40;50000
61;128230;2;9;2;1;1;1;0;0;30;50000
27;246440;3;7;1;5;1;2;0;0;40;50000
49;50567;6;10;1;2;1;2;0;0;32;50000
20;117476;6;10;2;1;1;1;0;0;40;50000
41;315834;1;13;4;2;1;2;0;1876;40;50000
28;214881;2;9;2;1;1;1;0;0;40;50000
36;195516;2;9;1;2;1;1;0;0;40;50000
44;218653;1;13;1;4;1;1;0;0;40;50000
51;87205;1;13;2;3;1;2;7688;0;20;40000
40;164647;6;10;1;5;2;2;0;0;38;50000
19;129151;2;9;4;2;1;2;0;0;40;50000
54;319697;6;10;2;3;1;2;0;0;40;50000
55;193374;2;9;1;2;1;1;0;0;40;50000
57;167864;8;11;6;2;1;2;0;0;40;50000
29;197932;6;10;5;2;1;2;0;0;30;50000
51;102904;2;9;1;5;1;2;0;0;43;50000
44;216907;2;9;1;2;1;1;0;0;37;50000
35;331395;8;11;2;1;1;1;0;0;42;50000
40;171424;2;9;1;2;1;1;0;0;40;50000
46;35406;9;4;5;2;1;2;0;0;32;50000
25;238964;6;10;2;1;1;1;0;0;60;40000
33;213002;1;13;4;2;1;1;0;1408;36;50000
32;27882;6;10;4;6;1;2;0;2205;40;50000
22;340543;2;9;4;2;1;2;0;0;40;50000
39;70240;6;10;2;3;3;2;0;0;40;50000
18;87169;2;9;4;4;3;1;0;0;40;50000
43;253759;2;9;1;5;2;2;0;0;45;50000
46;194431;2;9;4;6;1;1;0;0;40;50000
63;137843;6;10;2;1;1;1;7298;0;48;40000
40;170649;6;10;2;1;1;1;0;0;8;50000
59;182460;1;13;2;1;1;1;0;0;60;40000
40;26929;4;14;4;2;1;2;0;0;40;50000
23;399022;2;9;4;4;1;1;0;0;35;50000
64;50171;2;9;2;1;1;1;0;0;10;50000
36;218490;8;11;2;1;1;1;0;0;60;50000
48;164423;2;9;1;5;1;2;0;0;40;50000
43;124436;6;10;2;3;1;2;0;0;40;40000
18;60981;13;6;4;4;1;2;0;0;30;50000
17;70868;3;7;4;4;1;1;0;0;16;50000
36;150601;11;15;2;1;1;1;0;0;50;50000
53;228500;2;9;2;1;1;1;0;0;40;40000
36;76767;6;10;1;2;1;2;0;0;39;50000
20;218178;2;9;4;2;1;1;0;0;40;50000
22;615367;1;13;4;2;1;2;0;0;60;50000
34;150324;1;13;2;1;1;1;0;0;40;40000
39;51264;3;7;1;4;1;1;0;0;40;50000
57;197642;6;10;6;2;1;2;0;0;40;50000
30;229895;13;6;1;5;1;2;0;0;40;50000
37;167415;11;15;2;1;1;1;0;0;60;40000
51;166934;2;9;2;1;1;1;0;0;40;40000
38;305597;2;9;4;5;1;1;0;0;40;50000
34;301591;2;9;4;5;1;2;0;0;35;50000
47;229646;2;9;3;2;2;2;0;0;40;50000
28;51461;2;9;2;1;1;1;0;0;40;50000
25;206600;13;6;4;2;1;1;0;0;24;50000
25;176836;6;10;4;2;1;2;0;0;60;50000
50;204447;4;14;2;1;1;1;15024;0;65;40000
50;33304;2;9;2;1;1;1;0;0;40;40000
43;174051;1;13;2;1;1;1;0;0;48;50000
27;38918;2;9;4;2;1;1;0;1876;75;50000
32;170017;2;9;2;1;1;1;0;0;50;50000
44;98466;13;6;4;5;1;1;0;0;35;50000
19;188864;2;9;4;5;2;2;0;0;20;50000
53;137815;6;10;6;2;1;1;0;0;40;40000
21;43475;2;9;4;2;1;1;0;0;40;50000
26;557236;2;9;4;2;1;1;0;0;40;50000
68;32779;2;9;2;1;1;1;0;419;12;50000
31;161765;6;10;2;1;1;1;0;2051;57;50000
32;207668;1;13;4;6;1;1;0;2444;50;40000
33;171215;4;14;4;4;1;1;0;0;40;50000
49;52590;2;9;4;2;2;1;0;0;40;50000
24;183751;3;7;2;1;1;1;0;0;65;50000
30;149507;2;9;2;1;1;1;0;0;42;50000
49;98092;2;9;2;1;1;1;0;0;40;40000
18;123714;3;7;4;2;2;1;0;0;40;50000
30;190385;6;10;4;2;1;2;0;0;37;50000
51;334273;2;9;2;1;1;1;0;0;40;50000
52;343440;6;10;2;1;1;1;0;0;40;50000
52;208302;2;9;1;6;1;1;0;0;30;50000
23;280164;2;9;4;4;2;1;0;0;32;50000
